Aerospace & Defense,Health Care,Business Services,"Oil, Gas, Energy & Utilities",Real Estate,Finance,Information Technology,Retail,Biotech & Pharmaceuticals,Media,Insurance,Transportation & Logistics,Telecommunications,Manufacturing,Mining & Metals,Government,Education,Agriculture & Forestry,Travel & Tourism,Non-Profit,"Arts, Entertainment & Recreation","Construction, Repair & Maintenance",Accounting & Legal,Consumer Services
25,49,97,14,8,42,180,15,112,6,69,8,6,34,3,11,23,1,8,9,4,3,1,4
